id,name,sex,name_length,first_letter,cluster
826,ELYAS,boy,5,E,3
827,FYNN,boy,4,F,0
828,HUEY,boy,4,H,0
829,IGNACY,boy,6,I,2
830,JEEVAN,boy,6,J,2
831,MARC,boy,4,M,0
832,OLAF,boy,4,O,0
833,TOMASZ,boy,6,T,2
834,WREN,boy,4,W,0
835,ANTON,boy,5,A,3
836,BORYS,boy,5,B,3
837,HAKEEM,boy,6,H,2
838,KYLIAN,boy,6,K,2
839,MATEUSZ,boy,7,M,2
840,PHILLIP,boy,7,P,2
841,RAIDEN,boy,6,R,2
842,REN,boy,3,R,0
843,REYANSH,boy,7,R,2
844,RISHI,boy,5,R,3
845,SALAHUDDIN,boy,10,S,1
846,SEBASTIEN,boy,9,S,1
847,UZAIR,boy,5,U,3
848,VIAAN,boy,5,V,3
849,YUVAN,boy,5,Y,3
850,ZAKARIYAH,boy,9,Z,1
851,ADEN,boy,4,A,0
852,ANEURIN,boy,7,A,2
853,ARIYAN,boy,6,A,2
854,AUGUST,boy,6,A,2
855,AVI,boy,3,A,0
856,BOGDAN,boy,6,B,2
857,CONRAD,boy,6,C,2
858,CORY,boy,4,C,0
859,EDDISON,boy,7,E,2
860,ESSA,boy,4,E,0
861,LEWIE,boy,5,L,3
862,MOISE,boy,5,M,3
863,NOA,boy,3,N,0
864,RODRIGO,boy,7,R,2
865,SAAD,boy,4,S,0
866,SHEA,boy,4,S,0
867,SHILOH,boy,6,S,2
868,TONY,boy,4,T,0
869,ZAYDEN,boy,6,Z,2
870,ADIL,boy,4,A,0
871,ALESSIO,boy,7,A,2
872,AYRTON,boy,6,A,2
873,BOBBIE,boy,6,B,2
874,CHRIS,boy,5,C,3
875,DANIELIUS,boy,9,D,1
876,EOIN,boy,4,E,0
877,ERICK,boy,5,E,3
878,FATEH,boy,5,F,3
879,GUS,boy,3,G,0
880,HASNAIN,boy,7,H,2
881,HUZAIFA,boy,7,H,2
882,ISSA,boy,4,I,0
883,JAYSON,boy,6,J,2
884,JOSE,boy,4,J,0
885,KAMARI,boy,6,K,2
886,TEO,boy,3,T,0
887,BARTOSZ,boy,7,B,2
888,BENAS,boy,5,B,3
889,BOWEN,boy,5,B,3
890,BYRON,boy,5,B,3
891,GIORGIO,boy,7,G,2
892,GREGORY,boy,7,G,2
893,MURPHY,boy,6,M,2
894,NOJUS,boy,5,N,3
895,SEAMUS,boy,6,S,2
896,ZORAWAR,boy,7,Z,2
897,ABU,boy,3,A,0
898,ADNAN,boy,5,A,3
899,ALASTAIR,boy,8,A,1
900,ALFIE-JAMES,boy,11,A,4
901,ARLIE,boy,5,A,3
902,CARL,boy,4,C,0
903,DILAN,boy,5,D,3
904,FAIZAN,boy,6,F,2
905,FRANCISCO,boy,9,F,1
906,GRIFF,boy,5,G,3
907,GRUFFYDD,boy,8,G,1
908,HAMZAH,boy,6,H,2
909,HARLAN,boy,6,H,2
910,KASON,boy,5,K,3
911,MIKHAIL,boy,7,M,2
912,MOHAMAD,boy,7,M,2
913,NIKO,boy,4,N,0
914,QUINTON,boy,7,Q,2
915,RONNY,boy,5,R,3
916,SHAYAAN,boy,7,S,2
917,YOUSAF,boy,6,Y,2
918,YUVAAN,boy,6,Y,2
919,AARUSH,boy,6,A,2
920,ABDIRAHMAN,boy,10,A,1
921,ALEXANDRE,boy,9,A,1
922,AREN,boy,4,A,0
923,ARLEY,boy,5,A,3
924,BRAXTON,boy,7,B,2
925,CALLAN,boy,6,C,2
926,HAARIS,boy,6,H,2
927,KRZYSZTOF,boy,9,K,1
928,LAYTH,boy,5,L,3
929,RUARI,boy,5,R,3
930,TOMI,boy,4,T,0
931,TREY,boy,4,T,0
932,ABDURRAHMAN,boy,11,A,4
933,ALEJANDRO,boy,9,A,1
934,ALEXANDROS,boy,10,A,1
935,ALVIN,boy,5,A,3
936,ARMAN,boy,5,A,3
937,ARRAN,boy,5,A,3
938,AYAZ,boy,4,A,0
939,AZLAN,boy,5,A,3
940,BENNY,boy,5,B,3
941,DAWOOD,boy,6,D,2
942,IVAR,boy,4,I,0
943,JOAO,boy,4,J,0
944,JULIUS,boy,6,J,2
945,LEOPOLD,boy,7,L,2
946,MACKENZIE,boy,9,M,1
947,NUH,boy,3,N,0
948,OCEAN,boy,5,O,3
949,OWAIN,boy,5,O,3
950,RIYAN,boy,5,R,3
951,ROAN,boy,4,R,0
952,SAXON,boy,5,S,3
953,SHAE,boy,4,S,0
954,VINCENZO,boy,8,V,1
955,WARREN,boy,6,W,2
956,YOUSIF,boy,6,Y,2
957,YUSHA,boy,5,Y,3
958,BENJI,boy,5,B,3
959,BRENDAN,boy,7,B,2
960,CAIO,boy,4,C,0
961,DARA,boy,4,D,0
962,EBEN,boy,4,E,0
963,HAYDN,boy,5,H,3
964,HUW,boy,3,H,0
965,IFAN,boy,4,I,0
966,ISHAAQ,boy,6,I,2
967,IVO,boy,3,I,0
968,JOSEF,boy,5,J,3
969,JULES,boy,5,J,3
970,KARAM,boy,5,K,3
971,KEELAN,boy,6,K,2
972,KYREN,boy,5,K,3
973,LEVISON,boy,7,L,2
974,LUCIANO,boy,7,L,2
975,MATHEW,boy,6,M,2
976,MOSHE,boy,5,M,3
977,NELSON,boy,6,N,2
978,NIKITA,boy,6,N,2
979,ROLAND,boy,6,R,2
980,SALAH,boy,5,S,3
981,SAYED,boy,5,S,3
982,SULEIMAN,boy,8,S,1
983,TORIN,boy,5,T,3
984,ZEPHANIAH,boy,9,Z,1
985,ABDUR,boy,5,A,3
986,AFFAN,boy,5,A,3
987,ARIN,boy,4,A,0
988,CASH,boy,4,C,0
989,COLTON,boy,6,C,2
990,DAN,boy,3,D,0
991,DOMAS,boy,5,D,3
992,EKAM,boy,4,E,0
993,IZAAN,boy,5,I,3
994,KAJUS,boy,5,K,3
995,KAYAN,boy,5,K,3
996,KYRO,boy,4,K,0
997,LUQMAN,boy,6,L,2
998,MAKSIM,boy,6,M,2
999,MARKUS,boy,6,M,2
1000,PADDY,boy,5,P,3
1001,PERCIVAL,boy,8,P,1
1002,REEGAN,boy,6,R,2
1003,REYAN,boy,5,R,3
1004,SAHIL,boy,5,S,3
1005,SAINT,boy,5,S,3
1006,SHAH,boy,4,S,0
1007,SOL,boy,3,S,0
1008,TAYLAN,boy,6,T,2
1009,TIMUR,boy,5,T,3
1010,UMAIR,boy,5,U,3
1011,YASSIN,boy,6,Y,2
1012,ZAVIER,boy,6,Z,2
1013,ABDULLAHI,boy,9,A,1
1014,ABUBAKAR,boy,8,A,1
1015,ABUBAKR,boy,7,A,2
1016,ADITYA,boy,6,A,2
1017,ALEXIS,boy,6,A,2
1018,AMAN,boy,4,A,0
1019,AMIN,boy,4,A,0
1020,BJORN,boy,5,B,3
1021,BLEU,boy,4,B,0
1022,BUSTER,boy,6,B,2
1023,CEZAR,boy,5,C,3
1024,CHANCE,boy,6,C,2
1025,DARWIN,boy,6,D,2
1026,DONNIE,boy,6,D,2
1027,FARHAN,boy,6,F,2
1028,IWAN,boy,4,I,0
1029,JAD,boy,3,J,0
1030,JAMESON,boy,7,J,2
1031,JIBREEL,boy,7,J,2
1032,KAISER,boy,6,K,2
1033,KARL,boy,4,K,0
1034,RILEY-JAMES,boy,11,R,4
1035,RUDRA,boy,5,R,3
1036,SUFYAN,boy,6,S,2
1037,SYDNEY,boy,6,S,2
1038,TYSON,boy,5,T,3
1039,ZIDANE,boy,6,Z,2
1040,AKRAM,boy,5,A,3
1041,CALUM,boy,5,C,3
1042,CARLO,boy,5,C,3
1043,DENZEL,boy,6,D,2
1044,HARLEY-JAMES,boy,12,H,4
1045,HENRYK,boy,6,H,2
1046,INDIANA,boy,7,I,2
1047,KAMRAN,boy,6,K,2
1048,KAROL,boy,5,K,3
1049,KODI,boy,4,K,0
1050,MALACHY,boy,7,M,2
1051,MANUEL,boy,6,M,2
1052,MATTIA,boy,6,M,2
1053,NATANIEL,boy,8,N,1
1054,NIAM,boy,4,N,0
1055,ORAN,boy,4,O,0
1056,RAIF,boy,4,R,0
1057,RICHIE,boy,6,R,2
1058,STEFFAN,boy,7,S,2
1059,VALENTIN,boy,8,V,1
1060,YOUNIS,boy,6,Y,2
1061,ABDULAZIZ,boy,9,A,1
1062,AJ,boy,2,A,0
1063,ANDERSON,boy,8,A,1
1064,ARUN,boy,4,A,0
1065,BARAN,boy,5,B,3
1066,BLUE,boy,4,B,0
1067,BODEN,boy,5,B,3
1068,BODIE,boy,5,B,3
1069,CAMDEN,boy,6,C,2
1070,CASIAN,boy,6,C,2
1071,DAMON,boy,5,D,3
1072,HUSSEIN,boy,7,H,2
1073,IOSIF,boy,5,I,3
1074,IZAIAH,boy,6,I,2
1075,JEFFREY,boy,7,J,2
1076,JOHAN,boy,5,J,3
1077,JOZEF,boy,5,J,3
1078,KAELAN,boy,6,K,2
1079,KAISON,boy,6,K,2
1080,KAYLEN,boy,6,K,2
1081,KENAN,boy,5,K,3
1082,KENDRICK,boy,8,K,1
1083,KINGSTON,boy,8,K,1
1084,KUBA,boy,4,K,0
1085,MATEUS,boy,6,M,2
1086,NAYEL,boy,5,N,3
1087,PEDRO,boy,5,P,3
1088,PERRY,boy,5,P,3
1089,RAHIM,boy,5,R,3
1090,RAYHAN,boy,6,R,2
1091,RICARDO,boy,7,R,2
1092,ROHAAN,boy,6,R,2
1093,SHAAN,boy,5,S,3
1094,SULEMAN,boy,7,S,2
1095,TARIQ,boy,5,T,3
1096,TOBI,boy,4,T,0
1097,ABU-BAKR,boy,8,A,1
1098,ADONIS,boy,6,A,2
1099,BERNARD,boy,7,B,2
1100,CHE,boy,3,C,0
1101,DARREN,boy,6,D,2
1102,DENVER,boy,6,D,2
1103,EDDY,boy,4,E,0
1104,EESAH,boy,5,E,3
1105,ELIOT,boy,5,E,3
1106,ELVIS,boy,5,E,3
1107,ENOCH,boy,5,E,3
1108,FAHAD,boy,5,F,3
1109,HUZAIFAH,boy,8,H,1
1110,IESTYN,boy,6,I,2
1111,IEUAN,boy,5,I,3
1112,KAIYAN,boy,6,K,2
1113,KHALED,boy,6,K,2
1114,KIRAN,boy,5,K,3
1115,KOLE,boy,4,K,0
1116,LEANDRO,boy,7,L,2
1117,MAC,boy,3,M,0
1118,MACIEJ,boy,6,M,2
1119,MARVIN,boy,6,M,2
1120,NEHEMIAH,boy,8,N,1
1121,OREN,boy,4,O,0
1122,RAZVAN,boy,6,R,2
1123,REGGIE-LEE,boy,10,R,1
1124,RIAAN,boy,5,R,3
1125,RUMI,boy,4,R,0
1126,SUNNY,boy,5,S,3
1127,TARAN,boy,5,T,3
1128,WALEED,boy,6,W,2
1129,YOUNES,boy,6,Y,2
1130,ZAYDAN,boy,6,Z,2
1131,ZIYAD,boy,5,Z,3
1132,EMILE,boy,5,E,3
1133,ENES,boy,4,E,0
1134,FEDERICO,boy,8,F,1
1135,FINNIAN,boy,7,F,2
1136,FREDERIK,boy,8,F,1
1137,GRIFFIN,boy,7,G,2
1138,HAADI,boy,5,H,3
1139,HARLEE,boy,6,H,2
1140,JOWAN,boy,5,J,3
1141,JUAN,boy,4,J,0
1142,JUNAID,boy,6,J,2
1143,KITT,boy,4,K,0
1144,LEO-JAMES,boy,9,L,1
1145,LIONEL,boy,6,L,2
1146,MAHER,boy,5,M,3
1147,MIHAI,boy,5,M,3
1148,PATRIK,boy,6,P,2
1149,ROY,boy,3,R,0
1150,SALEH,boy,5,S,3
1151,SARIM,boy,5,S,3
1152,SHIV,boy,4,S,0
1153,TOBIASZ,boy,7,T,2
1154,VED,boy,3,V,0
1155,YANNIS,boy,6,Y,2
1156,ZAKARIAH,boy,8,Z,1
1157,ZIAN,boy,4,Z,0
1158,ADEM,boy,4,A,0
1159,ARHAAN,boy,6,A,2
1160,ARTIE,boy,5,A,3
1161,ARVIN,boy,5,A,3
1162,AUSTEN,boy,6,A,2
1163,BLU,boy,3,B,0
1164,CALLEN,boy,6,C,2
1165,COLIN,boy,5,C,3
1166,COSMO,boy,5,C,3
1167,DAFYDD,boy,6,D,2
1168,DEWI,boy,4,D,0
1169,DIGBY,boy,5,D,3
1170,DIMITAR,boy,7,D,2
1171,DONOVAN,boy,7,D,2
1172,ELLISON,boy,7,E,2
1173,GERARD,boy,6,G,2
1174,HAROLD,boy,6,H,2
1175,HARVEY-LEE,boy,10,H,1
1176,HASEEB,boy,6,H,2
1177,JAVIER,boy,6,J,2
1178,JON,boy,3,J,0
1179,KONRAD,boy,6,K,2
1180,LOGAN-JAMES,boy,11,L,4
1181,LUCAS-JAMES,boy,11,L,4
1182,MALCOLM,boy,7,M,2
1183,MARTY,boy,5,M,3
1184,MAXIME,boy,6,M,2
1185,NIHAL,boy,5,N,3
1186,NOAH-JAMES,boy,10,N,1
1187,ORIN,boy,4,O,0
1188,PETRU,boy,5,P,3
1189,REON,boy,4,R,0
1190,RYLEY,boy,5,R,3
1191,YAZAN,boy,5,Y,3
1192,YUSEF,boy,5,Y,3
1193,ZEESHAN,boy,7,Z,2
1194,AHIL,boy,4,A,0
1195,ARIS,boy,4,A,0
1196,BENIAMIN,boy,8,B,1
1197,BRADY,boy,5,B,3
1198,BRYSON,boy,6,B,2
1199,COBIE,boy,5,C,3
1200,CORMAC,boy,6,C,2
1201,DAVI,boy,4,D,0
1202,DEVAN,boy,5,D,3
1203,EMRE,boy,4,E,0
1204,ESHAN,boy,5,E,3
1205,ETIENNE,boy,7,E,2
1206,EYAD,boy,4,E,0
1207,FAISAL,boy,6,F,2
1208,FREDERIC,boy,8,F,1
1209,HARUN,boy,5,H,3
1210,HERKUS,boy,6,H,2
1211,INDY,boy,4,I,0
1212,INIGO,boy,5,I,3
1213,JED,boy,3,J,0
1214,JEROME,boy,6,J,2
1215,KAJETAN,boy,7,K,2
1216,KAYA,boy,4,K,0
1217,KOA,boy,3,K,0
1218,LOUI,boy,4,L,0
1219,LOXLEY,boy,6,L,2
1220,LUCIUS,boy,6,L,2
1221,MARIUS,boy,6,M,2
1222,NIKOLA,boy,6,N,2
1223,OLIVER-JAMES,boy,12,O,4
1224,OWAIS,boy,5,O,3
1225,ROUX,boy,4,R,0
1226,SHIMON,boy,6,S,2
1227,SID,boy,3,S,0
1228,SONNIE,boy,6,S,2
1229,TERRY,boy,5,T,3
1230,TODD,boy,4,T,0
1231,TYLER-JAMES,boy,11,T,4
1232,VIRAJ,boy,5,V,3
1233,YOSEF,boy,5,Y,3
1234,ZACKARIYA,boy,9,Z,1
1235,ACER,boy,4,A,0
1236,ADRIEL,boy,6,A,2
1237,AILBE,boy,5,A,3
1238,ALBERTO,boy,7,A,2
1239,ALEEM,boy,5,A,3
1240,ALEKS,boy,5,A,3
1241,ANGEL,boy,5,A,3
1242,APOLLO,boy,6,A,2
1243,ARYAAN,boy,6,A,2
1244,BAXTER,boy,6,B,2
1245,CAYSON,boy,6,C,2
1246,COBI,boy,4,C,0
1247,DAMIR,boy,5,D,3
1248,DIYAN,boy,5,D,3
1249,DUKE,boy,4,D,0
1250,DUNCAN,boy,6,D,2
1251,EFAN,boy,4,E,0
1252,FRANKLYN,boy,8,F,1
1253,GABRIELE,boy,8,G,1
1254,GILBERT,boy,7,G,2
1255,GREY,boy,4,G,0
1256,HASHIR,boy,6,H,2
1257,HOLDEN,boy,6,H,2
1258,IONUT,boy,5,I,3
1259,ISHAN,boy,5,I,3
1260,JAYDON,boy,6,J,2
1261,JERRY,boy,5,J,3
1262,KEYAN,boy,5,K,3
1263,KODIE,boy,5,K,3
1264,LELAND,boy,6,L,2
1265,LOCKIE,boy,6,L,2
1266,LUAN,boy,4,L,0
1267,LYNDON,boy,6,L,2
1268,MACAULEY,boy,8,M,1
1269,MARLO,boy,5,M,3
1270,MASSIMO,boy,7,M,2
1271,OBI,boy,3,O,0
1272,OZAN,boy,4,O,0
1273,RAJVEER,boy,7,R,2
1274,RICKY,boy,5,R,3
1275,SACHA,boy,5,S,3
1276,SUBHAAN,boy,7,S,2
1277,TAJUS,boy,5,T,3
1278,THEON,boy,5,T,3
1279,TYRESE,boy,6,T,2
1280,WALI,boy,4,W,0
1281,YEHUDA,boy,6,Y,2
1282,ZACHARIAS,boy,9,Z,1
1283,ZACHERY,boy,7,Z,2
1284,ALED,boy,4,A,0
1285,ANGAD,boy,5,A,3
1286,ARNAV,boy,5,A,3
1287,ASHWIN,boy,6,A,2
1288,AZARIAH,boy,7,A,2
1289,CARTER-JAMES,boy,12,C,4
1290,CONAN,boy,5,C,3
1291,DEV,boy,3,D,0
1292,DRAGOS,boy,6,D,2
1293,EBRAHIM,boy,7,E,2
1294,EDAN,boy,4,E,0
1295,EVERETT,boy,7,E,2
1296,FLORIAN,boy,7,F,2
1297,FREDRIK,boy,7,F,2
1298,GEORGI,boy,6,G,2
1299,HARLEY-JAY,boy,10,H,1
1300,HEZEKIAH,boy,8,H,1
1301,HUNTER-LEE,boy,10,H,1
1302,IOSUA,boy,5,I,3
1303,JACQUES,boy,7,J,2
1304,JAYAN,boy,5,J,3
1305,JETHRO,boy,6,J,2
1306,JOHN-JAMES,boy,10,J,1
1307,KAAN,boy,4,K,0
1308,KAYLUM,boy,6,K,2
1309,KILIAN,boy,6,K,2
1310,KNOX,boy,4,K,0
1311,KRYSTIAN,boy,8,K,1
1312,LYLE,boy,4,L,0
1313,MANRAJ,boy,6,M,2
1314,NEEL,boy,4,N,0
1315,RIDWAN,boy,6,R,2
1316,ROKAS,boy,5,R,3
1317,RUAN,boy,4,R,0
1318,SALVADOR,boy,8,S,1
1319,SHEIKH,boy,6,S,2
1320,TYRELL,boy,6,T,2
1321,UTHMAN,boy,6,U,2
1322,ZECHARIAH,boy,9,Z,1
1323,ZEPHYR,boy,6,Z,2
1324,AAMIR,boy,5,A,3
1325,ALFIE-LEE,boy,9,A,1
1326,AMBROSE,boy,7,A,2
1327,ANTOINE,boy,7,A,2
1328,ARCHIE-JAMES,boy,12,A,4
1329,ARCHIE-LEE,boy,10,A,1
1330,ARTHUR-JAMES,boy,12,A,4
1331,AUGUSTUS,boy,8,A,1
1332,AVEER,boy,5,A,3
1333,AYDAN,boy,5,A,3
1334,AZIAH,boy,5,A,3
1335,BENCE,boy,5,B,3
1336,BERTRAM,boy,7,B,2
1337,BLAINE,boy,6,B,2
1338,CHARLEY,boy,7,C,2
1339,CHRISTOS,boy,8,C,1
1340,CLEMENT,boy,7,C,2
1341,ELISEI,boy,6,E,2
1342,EZRAH,boy,5,E,3
1343,GEORGIOS,boy,8,G,1
1344,HUSNAIN,boy,7,H,2
1345,IHSAN,boy,5,I,3
1346,JACOB-JAMES,boy,11,J,4
1347,JAIVEER,boy,7,J,2
1348,KASEY,boy,5,K,3
1349,KENNETH,boy,7,K,2
1350,KEREM,boy,5,K,3
1351,KSAWERY,boy,7,K,2
1352,KYMANI,boy,6,K,2
1353,LAKE,boy,4,L,0
1354,LEV,boy,3,L,0
1355,LUTHER,boy,6,L,2
1356,MARKAS,boy,6,M,2
1357,MARLOW,boy,6,M,2
1358,MARWAN,boy,6,M,2
1359,MATTIAS,boy,7,M,2
1360,MEHDI,boy,5,M,3
1361,MENACHEM,boy,8,M,1
1362,MERT,boy,4,M,0
1363,MICKEY,boy,6,M,2
1364,MIKE,boy,4,M,0
1365,MONROE,boy,6,M,2
1366,NAKSH,boy,5,N,3
1367,PRANAV,boy,6,P,2
1368,RAFFAELE,boy,8,R,1
1369,RAIHAN,boy,6,R,2
1370,RALF,boy,4,R,0
1371,RIYAD,boy,5,R,3
1372,RUSSELL,boy,7,R,2
1373,SAMMY,boy,5,S,3
1374,SAWYER,boy,6,S,2
1375,SHIVANSH,boy,8,S,1
1376,SULEYMAN,boy,8,S,1
1377,TAIM,boy,4,T,0
1378,THOR,boy,4,T,0
1379,TIMOTEI,boy,7,T,2
1380,WOODROW,boy,7,W,2
1381,ZAKARY,boy,6,Z,2
1382,AADIL,boy,5,A,3
1383,ABDALLAH,boy,8,A,1
1384,ADLEY,boy,5,A,3
1385,ADVIK,boy,5,A,3
1386,AEDAN,boy,5,A,3
1387,AFONSO,boy,6,A,2
1388,AHSAN,boy,5,A,3
1389,AKSEL,boy,5,A,3
1390,ALEKSANDAR,boy,10,A,1
1391,ALFIE-JAY,boy,9,A,1
1392,ALIJAH,boy,6,A,2
1393,ASH,boy,3,A,0
1394,ASLAN,boy,5,A,3
1395,AYUSH,boy,5,A,3
1396,BABY,boy,4,B,0
1397,CAYDE,boy,5,C,3
1398,CHARLIE-JAMES,boy,13,C,4
1399,CONNER,boy,6,C,2
1400,CRISTIANO,boy,9,C,1
1401,DANIELS,boy,7,D,2
1402,DARIO,boy,5,D,3
1403,ELIAN,boy,5,E,3
1404,ELON,boy,4,E,0
1405,EYMEN,boy,5,E,3
1406,FINTAN,boy,6,F,2
1407,GINO,boy,4,G,0
1408,HARDY,boy,5,H,3
1409,HENRIK,boy,6,H,2
1410,JASE,boy,4,J,0
1411,JEDIDIAH,boy,8,J,1
1412,JESSE-JAMES,boy,11,J,4
1413,JOHN-PAUL,boy,9,J,1
1414,JONTY,boy,5,J,3
1415,KAINE,boy,5,K,3
1416,KAMAL,boy,5,K,3
1417,KASH,boy,4,K,0
1418,KHIZAR,boy,6,K,2
1419,KOHEN,boy,5,K,3
1420,KOLBY,boy,5,K,3
1421,KURT,boy,4,K,0
1422,KURTIS,boy,6,K,2
1423,KUSH,boy,4,K,0
1424,KUZEY,boy,5,K,3
1425,LYSANDER,boy,8,L,1
1426,MOHSIN,boy,6,M,2
1427,MOISHE,boy,6,M,2
1428,MURTAZA,boy,7,M,2
1429,MUSAB,boy,5,M,3
1430,NEITAS,boy,6,N,2
1431,NIKOLAI,boy,7,N,2
1432,NIKOLAOS,boy,8,N,1
1433,NYLE,boy,4,N,0
1434,ODHRAN,boy,6,O,2
1435,OLIVERS,boy,7,O,2
1436,OZZIE,boy,5,O,3
1437,PAWEL,boy,5,P,3
1438,PIERRE,boy,6,P,2
1439,RAEF,boy,4,R,0
1440,RICCARDO,boy,8,R,1
1441,ROSHAN,boy,6,R,2
1442,ROWEN,boy,5,R,3
1443,SAEED,boy,5,S,3
1444,SAI,boy,3,S,0
1445,SAIFAN,boy,6,S,2
1446,SIDDHARTH,boy,9,S,1
1447,SION,boy,4,S,0
1448,TEDDY-JAMES,boy,11,T,4
1449,THEO-JAMES,boy,10,T,1
1450,TORBEN,boy,6,T,2
1451,WOLF,boy,4,W,0
1452,YISROEL,boy,7,Y,2
1453,ZAVIAN,boy,6,Z,2
1454,ZIDAAN,boy,6,Z,2
1455,ABDUR-RAHMAN,boy,12,A,4
1456,AHMET,boy,5,A,3
1457,AHNAF,boy,5,A,3
1458,ANDREA,boy,6,A,2
1459,ARES,boy,4,A,0
1460,ATHARV,boy,6,A,2
1461,AYOMIDE,boy,7,A,2
1462,BENNETT,boy,7,B,2
1463,BLIGH,boy,5,B,3
1464,CARWYN,boy,6,C,2
1465,CHACE,boy,5,C,3
1466,CHAYSE,boy,6,C,2
1467,CLARKE,boy,6,C,2
1468,CONSTANTIN,boy,10,C,1
1469,DANISH,boy,6,D,2
1470,DARIAN,boy,6,D,2
1471,DHYAN,boy,5,D,3
1472,DIMITRI,boy,7,D,2
1473,EDIZ,boy,4,E,0
1474,EHSAN,boy,5,E,3
1475,ENRICO,boy,6,E,2
1476,ERROL,boy,5,E,3
1477,GABRIELIUS,boy,10,G,1
1478,GARY,boy,4,G,0
1479,GURFATEH,boy,8,G,1
1480,GWILYM,boy,6,G,2
1481,HADLEIGH,boy,8,H,1
1482,HARLEM,boy,6,H,2
1483,HARLO,boy,5,H,3
1484,HOWARD,boy,6,H,2
1485,HUMZA,boy,5,H,3
1486,JADON,boy,5,J,3
1487,JAGGER,boy,6,J,2
1488,JAY-JAY,boy,7,J,2
1489,JOKUBAS,boy,7,J,2
1490,JONNY,boy,5,J,3
1491,KAIUS,boy,5,K,3
1492,KANAN,boy,5,K,3
1493,KEIR,boy,4,K,0
1494,KEON,boy,4,K,0
1495,KHALEEL,boy,7,K,2
1496,KHALIFA,boy,7,K,2
1497,KONSTANTIN,boy,10,K,1
1498,KRISHNA,boy,7,K,2
1499,LANDON,boy,6,L,2
1500,LEIF,boy,4,L,0
1501,LUDO,boy,4,L,0
1502,MAAHIR,boy,6,M,2
1503,MAAZ,boy,4,M,0
1504,MACK,boy,4,M,0
1505,MAHMOUD,boy,7,M,2
1506,MALEEK,boy,6,M,2
1507,MAREK,boy,5,M,3
1508,MEER,boy,4,M,0
1509,MERLIN,boy,6,M,2
1510,MIHAIL,boy,6,M,2
1511,MIKEL,boy,5,M,3
1512,NANA,boy,4,N,0
1513,OBIE,boy,4,O,0
1514,QUENTIN,boy,7,Q,2
1515,RAFFI,boy,5,R,3
1516,RAJAN,boy,5,R,3
1517,RAYHAAN,boy,7,R,2
1518,RAYYAAN,boy,7,R,2
1519,REYAAN,boy,6,R,2
1520,ROSCO,boy,5,R,3
1521,SAID,boy,4,S,0
1522,SAMAR,boy,5,S,3
1523,SHIVAM,boy,6,S,2
1524,SUFYAAN,boy,7,S,2
1525,TALIESIN,boy,8,T,1
1526,TYRONE,boy,6,T,2
1527,YAKUB,boy,5,Y,3
1528,YASSER,boy,6,Y,2
1529,YOHAN,boy,5,Y,3
1530,ZAKAI,boy,5,Z,3
1531,ZEKE,boy,4,Z,0
1532,ZIYAAN,boy,6,Z,2
1533,ABDUL-HADI,boy,10,A,1
1534,AHYAN,boy,5,A,3
1535,ALYAN,boy,5,A,3
1536,AMEN,boy,4,A,0
1537,ANAY,boy,4,A,0
1538,ARYA,boy,4,A,0
1539,AYYAN,boy,5,A,3
1540,BERNIE,boy,6,B,2
1541,BOE,boy,3,B,0
1542,CASSIDY,boy,7,C,2
1543,COHAN,boy,5,C,3
1544,COLT,boy,4,C,0
1545,DAKSH,boy,5,D,3
1546,DARYL,boy,5,D,3
1547,DEREK,boy,5,D,3
1548,DHILAN,boy,6,D,2
1549,DOMINICK,boy,8,D,1
1550,DOVYDAS,boy,7,D,2
1551,DWAYNE,boy,6,D,2
1552,ENIS,boy,4,E,0
1553,EPHRAIM,boy,7,E,2
1554,EUGENE,boy,6,E,2
1555,FAARIS,boy,6,F,2
1556,GAEL,boy,4,G,0
1557,GEOFFREY,boy,8,G,1
1558,HAMMAD,boy,6,H,2
1559,HAROUN,boy,6,H,2
1560,HUMPHREY,boy,8,H,1
1561,IRA,boy,3,I,0
1562,ISIAH,boy,5,I,3
1563,JAIME,boy,5,J,3
1564,JARVIS,boy,6,J,2
1565,JAYDAN,boy,6,J,2
1566,JERMAINE,boy,8,J,1
1567,JOHNATHAN,boy,9,J,1
1568,KARTAR,boy,6,K,2
1569,KAVIN,boy,5,K,3
1570,KIERON,boy,6,K,2
1571,KIRILL,boy,6,K,2
1572,KOFI,boy,4,K,0
1573,KONSTANTINOS,boy,12,K,4
1574,KYSON,boy,5,K,3
1575,LARRY,boy,5,L,3
1576,LEMUEL,boy,6,L,2
1577,LEROY,boy,5,L,3
1578,LEWI,boy,4,L,0
1579,MARCELL,boy,7,M,2
1580,MARLON,boy,6,M,2
1581,MAYSON,boy,6,M,2
1582,MICAIAH,boy,7,M,2
1583,MUADH,boy,5,M,3
1584,NABEEL,boy,6,N,2
1585,NABIL,boy,5,N,3
1586,NICK,boy,4,N,0
1587,NIKOLAY,boy,7,N,2
1588,NOVA,boy,4,N,0
1589,OSCAR-JAMES,boy,11,O,4
1590,PAVEL,boy,5,P,3
1591,QUINCY,boy,6,Q,2
1592,RALPHI,boy,6,R,2
1593,REEF,boy,4,R,0
1594,REHAAN,boy,6,R,2
1595,ROARY,boy,5,R,3
1596,RUZGAR,boy,6,R,2
1597,SAMY,boy,4,S,0
1598,SASHA,boy,5,S,3
1599,STUART,boy,6,S,2
1600,TAIO,boy,4,T,0
1601,TERENCE,boy,7,T,2
